7.171	52768
7.268	53472
7.674	54480
5.315	54656
5.923	54928
5.499	55600
5.444	53520
6.054	55472
6.093	55344
6.052	55232
6.283	55408
7.271	54160
5.605	56128
6.054	55376
5.871	55344
7.464	54464
7.308	52736
5.612	54736
5.875	54320
7.257	56256
6.358	55360
5.445	52240
4.037	40672
4.832	42400
5.633	55248
2.051	29776
2.318	32160
4.151	45424
3.744	42416
7.088	51792
5.906	55344
5.384	56016
5.538	55056
4.964	51856
4.788	51200
2.450	30112
2.075	28848
2.139	29920
3.708	36016
2.669	28768
2.424	32432
3.040	37248
7.214	53840
6.249	48912
3.894	37856
1.980	29520
2.767	36496
2.596	30176
4.360	37664
4.256	47968
3.331	38272
4.804	51552
3.871	35232
6.308	53424
4.319	38320
2.821	29952
7.566	54736
5.989	54336
6.269	50064
3.937	46416
4.502	43472
5.144	45440
3.770	43024
4.993	47792
4.931	46272
4.590	46512
3.791	40544
3.319	40384
3.413	40288
3.414	40416
3.401	40256
4.074	40176
3.771	41344
3.416	39536
3.435	39888
4.743	46496
4.398	43072
4.950	43696
6.923	55232
5.012	48928
6.240	49856
4.867	47648
5.463	50432
4.049	41120
4.813	47744
4.856	39664
3.754	41232
4.093	35664
7.154	53296
7.656	54800
