0.077	5056
0.059	4944
0.055	4928
0.066	5216
0.066	5168
0.054	4528
0.054	4960
0.051	4512
0.057	4880
0.068	5296
0.066	5216
0.062	5152
0.048	4400
0.053	4464
0.061	5264
0.084	6592
0.052	4432
0.051	4736
0.068	5840
0.053	4752
0.073	5456
0.059	4864
0.059	4816
0.064	5328
0.054	4704
0.062	5312
0.058	4704
0.171	8976
0.047	3872
0.054	4656
0.048	5040
0.055	4304
0.056	4704
0.057	4864
0.060	5520
0.059	5040
0.067	5824
0.060	5184
0.052	5152
0.080	6288
0.055	4800
0.050	4416
0.059	4624
0.052	5248
0.085	5744
0.053	4528
0.047	4592
0.148	9072
0.080	5744
0.068	5456
0.056	4544
0.054	4720
0.054	4640
0.069	5376
0.062	5632
0.104	5920
0.050	4656
0.049	4480
0.053	5088
0.077	6224
0.145	9584
0.056	4624
0.057	5072
0.074	5744
0.086	5952
0.062	5504
0.045	4352
0.085	6192
0.059	4592
0.063	5632
0.080	5808
0.086	6048
0.044	4144
0.058	4960
0.057	4816
0.087	6672
0.087	5760
0.084	6304
0.135	8176
0.052	4624
0.058	4832
0.066	5536
0.149	9376
0.087	5552
0.063	5408
0.083	6064
0.064	4928
0.056	4448
0.108	6752
0.081	6240
0.060	5184
0.052	4560
0.084	5824
0.088	5920
0.082	6256
0.141	9424
0.048	4608
0.077	5984
0.056	4992
0.058	5072
0.057	5040
0.060	5312
0.058	5280
0.067	5168
0.079	6208
0.134	8720
0.055	5088
0.115	7920
0.058	5008
0.058	4912
0.055	4576
0.058	4896
0.084	6368
0.058	4976
0.058	4608
0.059	5008
0.108	7008
0.061	5280
0.083	6240
0.063	5328
0.056	4720
0.074	5472
0.059	4864
0.081	5872
0.079	5872
0.058	4784
0.059	5264
0.085	6096
0.107	6736
0.058	4608
0.062	5616
0.058	5136
0.058	4656
0.070	5424
0.084	5744
0.054	4480
0.124	7824
0.058	4640
0.054	4208
0.050	4288
0.150	8784
0.079	5680
0.061	4608
0.052	4704
0.115	8096
0.059	4896
0.111	7696
0.057	4560
0.062	4944
0.056	4912
0.056	5040
0.054	4608
0.060	4944
0.062	4720
0.071	5456
0.049	4752
0.054	5056
0.070	5856
0.057	4784
0.083	5872
0.108	7440
0.056	4784
0.109	7472
0.056	4688
0.056	5104
0.058	5200
0.134	7920
0.050	4832
0.058	5040
0.058	4896
0.047	4176
0.088	5696
0.080	5728
0.057	4704
0.058	4960
0.055	4464
0.062	5248
0.049	4432
0.052	4816
0.056	4592
0.062	5136
0.106	7184
0.030	3552
0.040	3776
0.052	4816
